Rank,School Name,Annual ROI,Total 4 Year Cost,Graduation Rate,Typical Years to Graduate,Average Loan Amount
1715,Warren Wilson College(Private),-0.1,176000,51,4,22600
1715,William Woods University(Private),-0.1,143000,53,4,38000
1723,"Concordia University - Seward, NE(Private)",-0.2,142000,66,4,27800
1723,Culver-Stockton College(Private),-0.2,142000,41,4,32900
1723,Evangel University(Private),-0.2,130000,48,4,30300
1723,Johnson C Smith University(Private),-0.2,127000,44,4,31100
1723,Kentucky Christian University(Private),-0.2,121000,34,4,26800
1723,Lyndon State College(Out-of-State),-0.2,132000,37,5,32000
1723,Mars Hill College(Private),-0.2,155000,37,4,36000
1723,"University of the Arts (UArts) - Philadelphia, PA(Private)",-0.2,227000,61,4,48500
1731,Bennett College for Women(Private),-0.4,123000,45,5,31200
1731,"Columbia College - Columbia, SC(Private)",-0.4,159000,47,4,27300
1731,Hilbert College(Private),-0.4,122000,48,4,27500
1731,Ripon College(Private),-0.4,175000,68,4,35400
1735,Meredith College(Private),-0.5,173000,62,4,31600
1735,The University of Montana Western(In-State),-0.5,63300,46,5,27400
1735,University of the Cumberlands(Private),-0.5,135000,36,4,22200
1738,Agnes Scott College(Private),-0.6,192000,73,4,28300
1738,Chowan University(Private),-0.6,131000,25,5,30500
1738,Edward Waters College(Private),-0.6,96400,20,5,26100
1738,Fort Valley State University(In-State),-0.6,81200,32,5,30000
1738,Oakwood University(Private),-0.6,143000,44,5,35000
1738,University of Maine at Machias (UMM)(In-State),-0.6,75900,31,4,25400
1744,Newberry College(Private),-0.7,161000,41,5,31800
1745,Asbury University(Private),-0.8,145000,68,4,41100
1745,Briar Cliff University(Private),-0.8,157000,47,4,31100
1747,Blackburn College(Private),-0.9,108000,39,4,22700
1747,College of the Ozarks(Private),-0.9,111000,63,4,N/A
1747,Maranatha Baptist Bible College(Private),-0.9,100000,45,4,25200
1750,Philander Smith College(Private),-1,101000,39,5,26600
1750,Prescott College(Private),-1,161000,35,5,30800
1752,Moore College of Art and Design(Private),-1.1,208000,58,4,53600
1752,Saint Mary-of-the-Woods College(Private),-1.1,171000,45,4,25600
1754,"Concordia University - Ann Arbor, MI(Private)",-1.2,148000,36,5,30800
1754,"Northland College - Ashland, WI(Private)",-1.2,167000,46,4,29600
1754,Trinity Bible College(Private),-1.2,102000,39,5,27000
1757,Fayetteville State University(Out-of-State),-1.3,102000,35,5,22600
1757,Salem College(Private),-1.3,169000,65,4,26100
1757,University of Pittsburgh - Bradford Campus(In-State),-1.3,101000,52,4,30300
1760,Missouri Valley College(Private),-1.4,120000,28,5,26400
1761,"Anderson University - Anderson, SC(Private)",-1.5,150000,52,4,21200
1761,Hannibal-LaGrange College(Private),-1.5,120000,35,4,25300
1761,Hollins University(Private),-1.5,195000,62,4,30600
1761,University of Montevallo(In-State),-1.5,92200,44,5,24000
1765,Davis & Elkins College(Private),-1.6,152000,37,4,28900
1765,"Wesleyan College - Macon, GA(Private)",-1.6,130000,48,4,30100
1767,Harris Stowe State University(In-State),-1.7,80300,8,6,26600
1768,Boston Conservatory(Private),-1.8,250000,66,4,59500
1768,University of Maine at Presque Isle (UMPI)(In-State),-1.8,73500,43,5,21800
1768,University of South Carolina - Aiken Campus(Out-of-State),-1.8,125000,39,5,23000
1771,Adrian College(Private),-1.9,177000,57,4,30800
1771,Albany State University(Out-of-State),-1.9,122000,40,5,27800
1771,Elizabeth City State University (ECSU)(Out-of-State),-1.9,97200,39,5,19500
1774,"Aquinas College - Grand Rapids, MI(Private)",-2.1,152000,52,5,28800
1775,Converse College(Private),-2.5,145000,60,4,27500
1776,Berea College(Private),-2.7,130000,62,4,6900
1776,Coker College(Private),-2.7,141000,49,4,26700
1776,Harris Stowe State University(Out-of-State),-2.7,98700,8,6,26600
1779,"Bethany College - Lindsborg, KS(Private)",-2.8,146000,37,4,27000
1779,Green Mountain College(Private),-2.8,186000,48,4,32500
1781,Fort Valley State University(Out-of-State),-2.9,128000,32,5,30000
1782,North Central University(Private),-3,123000,47,5,31800
1782,The University of Montana Western(Out-of-State),-3,106000,46,5,27400
1782,Unity College(Private),-3,146000,60,4,34800
1782,University of Maine at Machias (UMM)(Out-of-State),-3,123000,31,4,25400
1782,University of Pittsburgh - Bradford Campus(Out-of-State),-3,144000,52,4,30300
1787,"Baptist Bible College and Seminary - Clarks Summit, PA(Private)",-3.1,118000,54,4,31600
1788,Lees-McRae College(Private),-3.2,158000,38,4,27300
1788,University of Montevallo(Out-of-State),-3.2,133000,44,5,24000
1790,University of Maine at Presque Isle (UMPI)(Out-of-State),-3.3,100000,43,5,21800
1791,Dakota Wesleyan University(Private),-3.5,135000,44,4,32700
1791,Valley Forge Christian College(Private),-3.5,126000,48,4,35500
1793,Toccoa Falls College(Private),-3.6,129000,52,4,26800
1794,Cazenovia College(Private),-3.8,177000,55,4,32500
1795,Emory and Henry College(Private),-4,173000,47,4,27000
1796,Wilson College(Private),-4.1,159000,41,4,37300
1797,Texas College(Private),-4.2,83500,12,N/A,23500
1798,Campbellsville University(Private),-4.4,137000,39,4,25700
1799,North Greenville University(Private),-4.6,122000,50,4,25100
1800,Florida Memorial University(Private),-4.7,107000,39,5,35800
1801,"Saint Augustine's College - Raleigh, NC(Private)",-4.8,127000,33,5,11200
1802,Brewton-Parker College(Private),-4.9,106000,18,5,25300
1803,Claflin University(Private),-5.2,125000,49,4,33200
1804,Wheelock College(Private),-5.3,195000,55,4,42100
1805,St Andrews Presbyterian College(Private),-5.7,162000,30,4,28700
1806,University of Science and Arts of Oklahoma(In-State),-6,63300,46,4,21100
1807,"Lane College - Jackson, TN(Private)",-6.2,76400,32,5,34100
1808,Shaw University(Private),-6.6,115000,25,5,30500
1809,"Emmanuel College - Franklin Springs, GA(Private)",-6.7,108000,45,5,25800
1810,Ozark Christian College(Private),-7.2,77900,47,5,20200
1811,"Baptist Bible College and Graduate School - Springfield, MO(Private)",-7.6,73400,38,5,20200
1812,Maine College of Art(Private),-7.7,181000,46,4,35700
1813,University of Science and Arts of Oklahoma(Out-of-State),-7.8,93500,46,4,21100
1814,Tougaloo College(Private),-9.7,83500,53,5,31100
1815,Pikeville College(Private),-10,135000,40,5,25000
1816,Stillman College(Private),-11,103000,20,5,22500
1817,Montserrat College of Art(Private),-11.7,161000,53,4,35800
1818,Columbia International University(Private),-12,127000,68,4,23200
-,Metropolitan State University of Denver(In-State),N/A,N/A,24,6,19500
-,Boston Architectural Center(Private),N/A,N/A,10,6,31100
-,Alice Lloyd College(Private),N/A,88900,51,4,16300
-,University of Baltimore(Out-of-State),N/A,N/A,43,5,21700
-,CUNY - College of Staten Island(In-State),N/A,N/A,27,4,21500
-,"International College - Fort Myers, FL(Private)",N/A,N/A,29,5,26000
-,Utah Valley University(Out-of-State),N/A,N/A,31,6,19700
-,Shorter University-College of Adult & Professional Programs(Private),N/A,N/A,48,N/A,36000
-,St Vincent's College(Private),N/A,N/A,67,N/A,24100
-,Faith Baptist Bible College and Theological Seminary(Private),N/A,106000,64,5,19000
-,Utah Valley University(In-State),N/A,N/A,31,6,19700
-,Universidad Politecnica De Puerto Rico(Private),N/A,N/A,50,5,22000
-,CUNY - College of Staten Island(Out-of-State),N/A,N/A,27,4,21500
-,"Miles College - Fairfield, AL(Private)",N/A,89300,20,5,31400
-,Paine College(Private),N/A,95200,18,5,31300
-,SUNY - Empire State College(In-State),N/A,N/A,19,6,31200
-,Granite State College(Out-of-State),N/A,N/A,14,6,16700
-,Mississippi Valley State University (MVSU)(Out-of-State),N/A,74400,30,5,29100
-,Metropolitan State University of Denver(Out-of-State),N/A,N/A,24,6,19500
-,National Louis University(Private),N/A,N/A,25,4,19700
-,University of Texas (UT) at Brownsville and Texas Southmost College(Out-of-State),N/A,N/A,28,6,15600
-,University of Massachusetts (UMass) - Boston Campus(In-State),N/A,N/A,42,5,22000
-,Lehman College(Out-of-State),N/A,N/A,37,5,17500
-,Northeastern Illinois University(In-State),N/A,N/A,22,5,17000
-,Indiana University (IU) - Kokomo(Out-of-State),N/A,N/A,28,5,20200
-,Purdue University - North Central Campus(In-State),N/A,N/A,24,5,20900
-,University of Maryland University College (UMUC)(Out-of-State),N/A,N/A,8,5,30500
-,National University(Private),N/A,N/A,40,5,41900
-,CUNY - John Jay College Criminal Justice(In-State),N/A,N/A,39,5,19000
-,Pennsylvania State University (Penn State) - Abington Campus(In-State),N/A,N/A,47,5,25000
-,Indiana University (IU) - Kokomo(In-State),N/A,N/A,28,5,20200
-,West Virginia University (WVU) at Parkersburg(In-State),N/A,N/A,30,5,5500
-,"Polytechnic University of Puerto Rico - Miami, FL(Private)",N/A,N/A,N/A,N/A,29700
-,University of New Hampshire (UNH) - Manchester Campus(Out-of-State),N/A,N/A,47,4,23900
-,"St. Joseph's College (SJC) - Brooklyn, NY(Private)",N/A,N/A,68,4,23600
-,Granite State College(In-State),N/A,N/A,14,6,16700
-,CUNY - John Jay College Criminal Justice(Out-of-State),N/A,N/A,39,5,19000
-,Marian Court College(Private),N/A,N/A,49,N/A,18300
-,St Petersburg College(Out-of-State),N/A,N/A,33,N/A,23700
-,Embry-Riddle Aeronautical University (ERAU) Worldwide(Private),N/A,N/A,23,4,32000
-,West Virginia University (WVU) at Parkersburg(Out-of-State),N/A,N/A,30,5,5500
-,Lehman College(In-State),N/A,N/A,37,5,17500
-,University of Hawaii - West Oahu Campus(In-State),N/A,N/A,40,5,17600
-,University of Hawaii - West Oahu Campus(Out-of-State),N/A,N/A,40,5,17600
-,University of the District of Columbia(In-State),N/A,N/A,13,5,22400
-,"Clarkson College - Omaha, NE(Private)",N/A,N/A,59,N/A,38100
-,Bellin College of Nursing(Private),N/A,N/A,64,4,21400
-,Cambridge College(Private),N/A,N/A,3,4,21200
-,Miami Dade Community College(In-State),N/A,N/A,33,N/A,13400
-,University of Maine at Augusta (UMA)(In-State),N/A,N/A,11,6,23400
-,Pennsylvania State University (Penn State) - Brandywine Campus(In-State),N/A,N/A,43,5,22600
-,Indiana University (IU) - Gary(In-State),N/A,N/A,28,5,21500
-,"Widener University - Wilmington, DE(Private)",N/A,N/A,80,N/A,28800
-,University of Michigan - Dearborn Campus(In-State),N/A,N/A,51,5,22700
-,University of Baltimore(In-State),N/A,N/A,43,5,21700
-,Broward Community College(In-State),N/A,N/A,34,N/A,4800
-,Thomas Edison State College(In-State),N/A,N/A,N/A,N/A,N/A
-,Broward Community College(Out-of-State),N/A,N/A,34,N/A,4800
-,"Golden Gate University - San Francisco, CA(Private)",N/A,N/A,N/A,N/A,N/A
-,Pennsylvania State University (Penn State) - Brandywine Campus(Out-of-State),N/A,N/A,43,5,22600
-,University of the District of Columbia(Out-of-State),N/A,N/A,13,5,22400
-,Metropolitan State University(Out-of-State),N/A,N/A,34,5,18600
-,"Bellevue University - Bellevue, NE(Private)",N/A,N/A,29,5,9100
-,CUNY - Medgar Evers College(In-State),N/A,N/A,12,5,15300
-,Indiana University (IU) - Richmond(In-State),N/A,N/A,27,5,19700
-,Purdue University - North Central Campus(Out-of-State),N/A,N/A,24,5,20900
-,Morris College(Private),N/A,88300,31,5,24000
-,Franklin University(Private),N/A,N/A,14,5,20200
-,Benedict College(Private),N/A,122000,31,5,36000
-,Johnson Bible College(Private),N/A,87700,67,4,25900
-,The Baptist College of Florida(Private),N/A,67000,47,5,23600
-,Wilmington University(Private),N/A,N/A,35,6,13000
-,Mississippi Valley State University (MVSU)(In-State),N/A,74400,30,5,29100
-,Talladega College(Private),N/A,85500,44,4,27000
-,University of Massachusetts (UMass) - Boston Campus(Out-of-State),N/A,N/A,42,5,22000
-,York College - The City University of New York (CUNY)(In-State),N/A,N/A,29,5,16000
-,CUNY - Medgar Evers College(Out-of-State),N/A,N/A,12,5,15300
-,New York City Technical College(In-State),N/A,N/A,15,5,16900
-,Pennsylvania State University (Penn State) - Abington Campus(Out-of-State),N/A,N/A,47,5,25000
-,"Union Institute & University - Cincinnati, OH(Private)",N/A,N/A,25,N/A,18800
-,University of New Hampshire (UNH) - Manchester Campus(In-State),N/A,N/A,47,4,23900
-,Art Center College of Design(Private),N/A,N/A,67,5,28500
-,Western Governors University (WGU)(Private),N/A,N/A,17,5,20200
-,University of Maryland University College (UMUC)(In-State),N/A,N/A,8,5,30500
-,Kingston University(Private),N/A,N/A,67,6,21800
-,New York City Technical College(Out-of-State),N/A,N/A,15,5,16900
-,"Keiser University - Ft. Lauderdale, FL(Private)",N/A,N/A,55,6,42000
-,University of Houston Downtown (UHD)(Out-of-State),N/A,N/A,19,5,19300
-,"Bluefield State College - Bluefield, WV(Out-of-State)",N/A,N/A,34,6,22400
-,University of Texas (UT) at Brownsville and Texas Southmost College(In-State),N/A,N/A,28,6,15600
-,"Bluefield State College - Bluefield, WV(In-State)",N/A,N/A,34,6,22400
-,Martin University(Private),N/A,N/A,8,5,29300
-,Metropolitan College of New York(Private),N/A,N/A,39,4,31600
-,Nazarene Bible College(Private),N/A,N/A,17,6,17200
-,Metropolitan State University(In-State),N/A,N/A,34,5,18600
-,University of Michigan - Dearborn Campus(Out-of-State),N/A,N/A,51,5,22700
-,Rust College(Private),N/A,62100,18,5,12700
-,Voorhees College(Private),N/A,90600,33,5,27100
-,Livingstone College(Private),N/A,105000,24,5,32200
-,Our Lady of Holy Cross College (OLHCC)(Private),N/A,N/A,29,6,20500
-,"Northwood University - Cedar Hill, TX(Private)",N/A,N/A,39,4,26800
-,York College - The City University of New York (CUNY)(Out-of-State),N/A,N/A,29,5,16000
-,Louisiana State University - Shreveport(In-State),N/A,N/A,31,5,19100
-,Northeastern Illinois University(Out-of-State),N/A,N/A,22,5,17000
-,Calumet College of Saint Joseph(Private),N/A,N/A,24,4,23200
-,CUNY - Brooklyn College(Out-of-State),N/A,N/A,50,5,18600
-,University of Maine at Augusta (UMA)(Out-of-State),N/A,N/A,11,6,23400
-,Coleman University(Private),N/A,N/A,57,4,29200
-,Marylhurst University(Private),N/A,N/A,31,5,11300
-,Southern California Institute of Architecture(Private),N/A,N/A,72,6,21200
-,St Petersburg College(In-State),N/A,N/A,33,N/A,23700
-,CUNY - Brooklyn College(In-State),N/A,N/A,50,5,18600
-,SUNY - Empire State College(Out-of-State),N/A,N/A,19,6,31200
-,Indiana University (IU) - Gary(Out-of-State),N/A,N/A,28,5,21500
-,Cleary University(Private),N/A,N/A,45,4,20900
-,Miami Dade Community College(Out-of-State),N/A,N/A,33,N/A,13400
-,University of Colorado - Denver Campus(Out-of-State),N/A,N/A,40,5,22000
-,University of Colorado - Denver Campus(In-State),N/A,N/A,40,5,22000
-,New England Institute of Technology(Private),N/A,N/A,48,N/A,38300
-,University of Houston Downtown (UHD)(In-State),N/A,N/A,19,5,19300
-,Thomas Edison State College(Out-of-State),N/A,N/A,N/A,N/A,N/A
-,Indiana University (IU) - Richmond(Out-of-State),N/A,N/A,27,5,19700
-,Louisiana State University - Shreveport(Out-of-State),N/A,N/A,31,5,19100
-,Martin Luther College(Private),N/A,89400,72,4,27300
